"0","df_lien <- processed_w4 %>%"
"0","  mutate(harvest_s1q3 = fct_collapse(harvest_s1q3,"
"0","    ""Chef de ménage""        = ""Chef de ménage"","
"0","    ""Conjoint(e)""           = ""Conjoint(e)"","
"0","    ""Enfant""                = ""Enfant"","
"0","    ""Petit-enfant""          = ""Petit-enfant"","
"0","    ""Frère/Sœur""            = ""Frère/Sœur"","
"0","    ""Père/Mère""             = ""Père/Mère"","
"0","    ""Autres apparentés""     = c(""Beau-fils/Belle-fille"", ""Enfant adopté(e)"","
"0","                                ""Neveu/Nièce"", ""Beau-frère/Belle-sœur"","
"0","                                ""Beau-père/Belle-mère"","
"0","                                ""Autre membre de la famille""),"
"0","    ""Autres non apparentés"" = c(""Employé(e) domestique"","
"0","                                ""Autre personne non apparentée"")"
"0","  ))"
"0",""
"0","plan_lien <- svydesign("
"0","  ids     = ~ea,"
"0","  strata  = ~strata,"
"0","  weights = ~wt_wave4,"
"0","  data    = df_lien,"
"0","  nest    = TRUE"
"0",")"
"0",""
"0","modalites <- levels(droplevels(df_lien$harvest_s1q3))"
"0",""
"0","freq_table <- do.call(rbind, lapply(modalites, function(m) {"
"0","  df_lien$indicatrice <- as.integer(df_lien$harvest_s1q3 == m)"
"0","  plan_tmp <- svydesign(ids = ~ea, strata = ~strata,"
"0","                         weights = ~wt_wave4, data = df_lien, nest = TRUE)"
"0","  res <- svyciprop(~indicatrice, plan_tmp, method = ""logit"")"
"0","  data.frame("
"0","    harvest_s1q3 = m,"
"0","    prop         = as.numeric(coef(res)),"
"0","    prop_inf     = as.numeric(confint(res)[1]),"
"0","    prop_sup     = as.numeric(confint(res)[2]),"
"0","    n            = sum(df_lien$harvest_s1q3 == m)"
"0","  )"
"0","}))"
"0","get_prop <- function(modalite) {"
"0","  round(freq_table$prop[freq_table$harvest_s1q3 == modalite] * 100, 1)"
"0","}"
"0","prop_enfant   <- get_prop(""Enfant"")"
"0","prop_chef     <- get_prop(""Chef de ménage"")"
"0","prop_conjoint <- get_prop(""Conjoint(e)"")"
